Striker,Season,Venue,Batting Team,total_runs,balls_faced,strike_rate,Bowler,Bowling Team,total_wickets,total_runs_conceded,balls_bowled,economy_rate
AD Russell,23,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,38,35,108.5714286,AD Russell,Kolkata Knight Riders,0,12,7,10.28571429
AD Russell,23,"Eden Gardens, Kolkata",Kolkata Knight Riders,105,76,138.1578947,AD Russell,Kolkata Knight Riders,4,99,55,10.8
AD Russell,23,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,1,2,50,AD Russell,Kolkata Knight Riders,2,29,24,7.25
AD Russell,23,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,2,2,100,0,0,0,0,0,0
AD Russell,23,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,1,2,50,0,0,0,0,0,0
AD Russell,23,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,35,19,184.2105263,0,0,0,0,0,0
AD Russell,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,24,15,160,AD Russell,Kolkata Knight Riders,1,15,7,12.85714286
AD Russell,23,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,21,11,190.9090909,AD Russell,Kolkata Knight Riders,0,17,6,17
AD Russell,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,12,11,109.0909091,AD Russell,Kolkata Knight Riders,2,17,15,6.8
AD Russell,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,41,24,170.8333333,AD Russell,Kolkata Knight Riders,1,14,8,10.5
AD Russell,24,"Eden Gardens, Kolkata",Kolkata Knight Riders,152,92,165.2173913,AD Russell,Kolkata Knight Riders,8,163,83,11.78313253
0,24,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AD Russell,Kolkata Knight Riders,2,29,25,6.96
AD Russell,24,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,10,12,83.33333333,AD Russell,Kolkata Knight Riders,3,27,23,7.043478261
0,24,"Narendra Modi Stadium, Ahmedabad",0,0,0,0,AD Russell,Kolkata Knight Riders,1,15,9,10
AD Russell,24,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,7,2,350,AD Russell,Kolkata Knight Riders,2,30,25,7.2
0,16,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AF Milne,Royal Challengers Bengaluru,1,38,25,9.12
AF Milne,17,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,2,3,66.66666667,AF Milne,Royal Challengers Bengaluru,2,27,24,6.75
AF Milne,17,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,5,8,62.5,AF Milne,Royal Challengers Bengaluru,0,35,26,8.076923077
0,17,Saurashtra Cricket Association Stadium,0,0,0,0,AF Milne,Royal Challengers Bengaluru,1,43,27,9.555555556
AF Milne,17,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,0,1,0,AF Milne,Royal Challengers Bengaluru,0,29,13,13.38461538
AF Milne,21,Dubai International Cricket Stadium,Mumbai Indians,15,18,83.33333333,AF Milne,Mumbai Indians,3,69,49,8.448979592
0,21,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AF Milne,Mumbai Indians,0,33,19,10.42105263
AF Milne,21,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,1,1,100,AF Milne,Mumbai Indians,0,29,19,9.157894737
0,22,"Wankhede Stadium, Mumbai",0,0,0,0,AF Milne,Chennai Super Kings,0,19,15,7.6
0,10,"Brabourne Stadium, Mumbai",0,0,0,0,AG Murtaza,Mumbai Indians,3,64,48,8
0,10,"Eden Gardens, Kolkata",0,0,0,0,AG Murtaza,Mumbai Indians,0,22,25,5.28
0,11,"Arun Jaitley Stadium, Delhi",0,0,0,0,AG Murtaza,Mumbai Indians,1,21,25,5.04
0,11,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AG Murtaza,Mumbai Indians,0,26,24,6.5
AG Murtaza,11,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,2,5,40,AG Murtaza,Mumbai Indians,0,15,24,3.75
0,11,"Wankhede Stadium, Mumbai",0,0,0,0,AG Murtaza,Mumbai Indians,2,55,49,6.734693878
AG Murtaza,12,Subrata Roy Sahara Stadium,Pune Warriors,3,5,60,AG Murtaza,Pune Warriors,0,11,12,5.5
0,13,JSCA International Stadium Complex,0,0,0,0,AG Murtaza,Pune Warriors,0,34,24,8.5
AG Murtaza,13,"M Chinnaswamy Stadium, Bengaluru",Pune Warriors,5,4,125,AG Murtaza,Pune Warriors,0,45,13,20.76923077
0,13,Subrata Roy Sahara Stadium,0,0,0,0,AG Murtaza,Pune Warriors,3,15,25,3.6
AG Paunikar,10,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0,1,0,0,0,0,0,0,0
AG Paunikar,11,"Eden Gardens, Kolkata",Rajasthan Royals,15,15,100,0,0,0,0,0,0
AG Paunikar,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,20,19,105.2631579,0,0,0,0,0,0
AG Paunikar,11,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,14,26,53.84615385,0,0,0,0,0,0
AJ Finch,10,"Eden Gardens, Kolkata",Rajasthan Royals,21,21,100,AJ Finch,Rajasthan Royals,0,5,7,4.285714286
AJ Finch,11,"Arun Jaitley Stadium, Delhi",Delhi Capitals,11,19,57.89473684,AJ Finch,Delhi Daredevils,0,13,13,6
AJ Finch,11,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,25,14,178.5714286,0,0,0,0,0,0
AJ Finch,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,0,2,0,0,0,0,0,0,0
AJ Finch,11,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,11,16,68.75,0,0,0,0,0,0
AJ Finch,12,"Eden Gardens, Kolkata",Delhi Capitals,30,28,107.1428571,0,0,0,0,0,0
AJ Finch,12,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,25,24,104.1666667,0,0,0,0,0,0
AJ Finch,13,JSCA International Stadium Complex,Pune Warriors,48,32,150,0,0,0,0,0,0
AJ Finch,13,"M Chinnaswamy Stadium, Bengaluru",Pune Warriors,18,15,120,AJ Finch,Pune Warriors,0,29,6,29
AJ Finch,13,"MA Chidambaram Stadium, Chepauk, Chennai",Pune Warriors,67,46,145.6521739,AJ Finch,Pune Warriors,0,9,6,9
AJ Finch,13,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,16,13,123.0769231,0,0,0,0,0,0
AJ Finch,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,64,43,148.8372093,0,0,0,0,0,0
AJ Finch,13,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,45,33,136.3636364,0,0,0,0,0,0
AJ Finch,13,Shaheed Veer Narayan Singh International Stadium,Pune Warriors,37,34,108.8235294,0,0,0,0,0,0
AJ Finch,13,Subrata Roy Sahara Stadium,Pune Warriors,161,127,126.7716535,0,0,0,0,0,0
AJ Finch,13,"Wankhede Stadium, Mumbai",Pune Warriors,0,1,0,AJ Finch,Pune Warriors,1,11,12,5.5
AJ Finch,14,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,4,8,50,0,0,0,0,0,0
AJ Finch,14,Dubai International Cricket Stadium,Sunrisers Hyderabad,104,69,150.7246377,0,0,0,0,0,0
AJ Finch,14,JSCA International Stadium Complex,Sunrisers Hyderabad,7,3,233.3333333,0,0,0,0,0,0
AJ Finch,14,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,13,8,162.5,0,0,0,0,0,0
AJ Finch,14,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,107,104,102.8846154,0,0,0,0,0,0
AJ Finch,14,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,9,10,90,0,0,0,0,0,0
AJ Finch,14,Sharjah Cricket Stadium,Sunrisers Hyderabad,63,61,103.2786885,0,0,0,0,0,0
AJ Finch,14,"Sheikh Zayed Stadium, Abu Dhabi",Sunrisers Hyderabad,2,5,40,0,0,0,0,0,0
AJ Finch,15,"Eden Gardens, Kolkata",Mumbai Indians,5,5,100,0,0,0,0,0,0
AJ Finch,15,"Sardar Patel Stadium, Motera",Mumbai Indians,10,14,71.42857143,0,0,0,0,0,0
AJ Finch,15,"Wankhede Stadium, Mumbai",Mumbai Indians,8,14,57.14285714,0,0,0,0,0,0
AJ Finch,16,"Arun Jaitley Stadium, Delhi",Gujarat Lions,50,32,156.25,0,0,0,0,0,0
AJ Finch,16,"Eden Gardens, Kolkata",Gujarat Lions,29,10,290,0,0,0,0,0,0
AJ Finch,16,Green Park,Gujarat Lions,26,28,92.85714286,0,0,0,0,0,0
AJ Finch,16,"M Chinnaswamy Stadium, Bengaluru",Gujarat Lions,41,48,85.41666667,0,0,0,0,0,0
AJ Finch,16,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,74,48,154.1666667,0,0,0,0,0,0
AJ Finch,16,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Lions,51,43,118.6046512,0,0,0,0,0,0
AJ Finch,16,Saurashtra Cricket Association Stadium,Gujarat Lions,55,47,117.0212766,0,0,0,0,0,0
AJ Finch,16,"Wankhede Stadium, Mumbai",Gujarat Lions,67,55,121.8181818,0,0,0,0,0,0
AJ Finch,17,"Arun Jaitley Stadium, Delhi",Gujarat Lions,27,19,142.1052632,0,0,0,0,0,0
AJ Finch,17,"Eden Gardens, Kolkata",Gujarat Lions,31,15,206.6666667,0,0,0,0,0,0
AJ Finch,17,Green Park,Gujarat Lions,71,43,165.1162791,0,0,0,0,0,0
AJ Finch,17,"M Chinnaswamy Stadium, Bengaluru",Gujarat Lions,72,36,200,0,0,0,0,0,0
AJ Finch,17,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,13,7,185.7142857,0,0,0,0,0,0
AJ Finch,17,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,2,2,100,0,0,0,0,0,0
AJ Finch,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Lions,3,5,60,0,0,0,0,0,0
AJ Finch,17,Saurashtra Cricket Association Stadium,Gujarat Lions,81,63,128.5714286,0,0,0,0,0,0
AJ Finch,18,"Arun Jaitley Stadium, Delhi",Punjab Kings,2,4,50,0,0,0,0,0,0
AJ Finch,18,Holkar Cricket Stadium,Punjab Kings,60,45,133.3333333,0,0,0,0,0,0
AJ Finch,18,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,0,1,0,0,0,0,0,0,0
AJ Finch,18,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,4,6,66.66666667,0,0,0,0,0,0
AJ Finch,18,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,14,7,200,0,0,0,0,0,0
AJ Finch,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,8,4,200,0,0,0,0,0,0
AJ Finch,18,"Wankhede Stadium, Mumbai",Punjab Kings,46,35,131.4285714,0,0,0,0,0,0
AJ Finch,21,Dubai International Cricket Stadium,Royal Challengers Bengaluru,145,136,106.6176471,0,0,0,0,0,0
AJ Finch,21,Sharjah Cricket Stadium,Royal Challengers Bengaluru,67,56,119.6428571,0,0,0,0,0,0
AJ Finch,21,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bengaluru,56,62,90.32258065,0,0,0,0,0,0
AJ Finch,22,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,65,39,166.6666667,0,0,0,0,0,0
AJ Finch,22,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,14,15,93.33333333,0,0,0,0,0,0
AJ Finch,22,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,7,16,43.75,0,0,0,0,0,0
AJ Hosein,23,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,16,11,145.4545455,AJ Hosein,Sunrisers Hyderabad,1,40,24,10
AJ Turner,19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,0,2,0,0,0,0,0,0,0
AJ Turner,19,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,3,9,33.33333333,0,0,0,0,0,0
AJ Turner,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,21,20,105,0,0,0,0,0,0
0,17,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AJ Tye,Gujarat Lions,3,12,24,3
AJ Tye,17,Saurashtra Cricket Association Stadium,Gujarat Lions,53,30,176.6666667,AJ Tye,Gujarat Lions,7,95,79,7.215189873
0,17,"Wankhede Stadium, Mumbai",0,0,0,0,AJ Tye,Gujarat Lions,2,34,25,8.16
AJ Tye,18,"Arun Jaitley Stadium, Delhi",Punjab Kings,3,9,33.33333333,AJ Tye,Punjab Kings,2,25,26,5.769230769
0,18,"Eden Gardens, Kolkata",0,0,0,0,AJ Tye,Punjab Kings,2,30,26,6.923076923
AJ Tye,18,Holkar Cricket Stadium,Punjab Kings,14,14,100,AJ Tye,Punjab Kings,7,133,99,8.060606061
AJ Tye,18,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,7,8,87.5,AJ Tye,Punjab Kings,1,27,25,6.48
AJ Tye,18,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,0,2,0,AJ Tye,Punjab Kings,0,47,29,9.724137931
AJ Tye,18,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,3,4,75,AJ Tye,Punjab Kings,4,108,75,8.64
AJ Tye,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,4,2,200,AJ Tye,Punjab Kings,0,28,24,7
AJ Tye,18,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,1,1,100,AJ Tye,Punjab Kings,4,34,24,8.5
0,18,"Wankhede Stadium, Mumbai",0,0,0,0,AJ Tye,Punjab Kings,4,16,25,3.84
0,19,"Eden Gardens, Kolkata",0,0,0,0,AJ Tye,Punjab Kings,1,37,24,9.25
0,19,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AJ Tye,Punjab Kings,0,38,25,9.12
AJ Tye,19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,0,2,0,AJ Tye,Punjab Kings,2,158,88,10.77272727
AJ Tye,21,Sharjah Cricket Stadium,Rajasthan Royals,6,7,85.71428571,AJ Tye,Rajasthan Royals,1,50,27,11.11111111
0,22,"Brabourne Stadium, Mumbai",0,0,0,0,AJ Tye,Lucknow Super Giants,2,40,25,9.6
0,22,"Dr DY Patil Sports Academy, Mumbai",0,0,0,0,AJ Tye,Lucknow Super Giants,0,67,44,9.136363636
AK Markram,21,Dubai International Cricket Stadium,Punjab Kings,57,47,121.2765957,0,0,0,0,0,0
AK Markram,21,Sharjah Cricket Stadium,Punjab Kings,47,46,102.173913,AK Markram,Punjab Kings,0,5,6,5
AK Markram,21,"Sheikh Zayed Stadium, Abu Dhabi",Punjab Kings,42,30,140,AK Markram,Punjab Kings,0,18,19,5.684210526
AK Markram,22,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,110,62,177.4193548,AK Markram,Sunrisers Hyderabad,0,11,6,11
AK Markram,22,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,65,49,132.6530612,AK Markram,Sunrisers Hyderabad,1,17,12,8.5
AK Markram,22,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,106,77,137.6623377,AK Markram,Sunrisers Hyderabad,0,36,18,12
AK Markram,22,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,100,89,112.3595506,0,0,0,0,0,0
AK Markram,23,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,8,13,61.53846154,0,0,0,0,0,0
AK Markram,23,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,0,1,0,AK Markram,Sunrisers Hyderabad,0,14,12,7
AK Markram,23,"Eden Gardens, Kolkata",Sunrisers Hyderabad,50,27,185.1851852,0,0,0,0,0,0
AK Markram,23,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,12,12,100,AK Markram,Sunrisers Hyderabad,0,11,6,11
AK Markram,23,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,10,10,100,AK Markram,Sunrisers Hyderabad,0,13,6,13
AK Markram,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,149,125,119.2,AK Markram,Sunrisers Hyderabad,1,31,24,7.75
AK Markram,23,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,6,5,120,0,0,0,0,0,0
AK Markram,23,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,13,7,185.7142857,AK Markram,Sunrisers Hyderabad,0,1,1,6
AK Markram,24,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,1,3,33.33333333,0,0,0,0,0,0
AK Markram,24,"Eden Gardens, Kolkata",Sunrisers Hyderabad,18,13,138.4615385,0,0,0,0,0,0
AK Markram,24,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,32,18,177.7777778,0,0,0,0,0,0
AK Markram,24,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,53,54,98.14814815,AK Markram,Sunrisers Hyderabad,0,15,13,6.923076923
AK Markram,24,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,0,2,0,0,0,0,0,0,0
AK Markram,24,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,17,19,89.47368421,0,0,0,0,0,0
AK Markram,24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,99,78,126.9230769,0,0,0,0,0,0
AL Menaria,11,"Eden Gardens, Kolkata",Rajasthan Royals,21,19,110.5263158,0,0,0,0,0,0
AL Menaria,11,Holkar Cricket Stadium,Rajasthan Royals,31,30,103.3333333,0,0,0,0,0,0
AL Menaria,11,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,2,8,25,AL Menaria,Rajasthan Royals,0,13,7,11.14285714
AL Menaria,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,34,26,130.7692308,AL Menaria,Rajasthan Royals,0,7,6,7
0,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,AL Menaria,Rajasthan Royals,0,8,6,8
AL Menaria,11,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,92,75,122.6666667,AL Menaria,Rajasthan Royals,2,79,68,6.970588235
0,11,"Wankhede Stadium, Mumbai",0,0,0,0,AL Menaria,Rajasthan Royals,0,12,6,12
AL Menaria,12,"Eden Gardens, Kolkata",Rajasthan Royals,1,6,16.66666667,AL Menaria,Rajasthan Royals,1,3,6,3
AL Menaria,12,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,36,34,105.8823529,AL Menaria,Rajasthan Royals,0,10,12,5
AL Menaria,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,34,28,121.4285714,0,0,0,0,0,0
AL Menaria,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,20,17,117.6470588,0,0,0,0,0,0
AL Menaria,12,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,91,85,107.0588235,AL Menaria,Rajasthan Royals,0,10,2,30
AL Menaria,12,Subrata Roy Sahara Stadium,Rajasthan Royals,18,21,85.71428571,0,0,0,0,0,0
AL Menaria,12,"Wankhede Stadium, Mumbai",Rajasthan Royals,20,16,125,0,0,0,0,0,0
AL Menaria,13,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,1,2,50,0,0,0,0,0,0
AM Nayar,8,"Arun Jaitley Stadium, Delhi",Mumbai Indians,1,3,33.33333333,0,0,0,0,0,0
AM Nayar,8,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,48,40,120,AM Nayar,Mumbai Indians,0,22,7,18.85714286
AM Nayar,8,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,45,20,225,AM Nayar,Mumbai Indians,0,14,6,14
AM Nayar,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,2,3,66.66666667,0,0,0,0,0,0
AM Nayar,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,38,24,158.3333333,AM Nayar,Mumbai Indians,1,18,18,6
AM Nayar,8,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,25,19,131.5789474,AM Nayar,Mumbai Indians,0,4,6,4
AM Nayar,8,"Wankhede Stadium, Mumbai",Mumbai Indians,47,33,142.4242424,AM Nayar,Mumbai Indians,0,10,6,10
AM Nayar,9,Buffalo Park,Mumbai Indians,28,41,68.29268293,AM Nayar,Mumbai Indians,1,20,19,6.315789474
AM Nayar,9,Kingsmead,Mumbai Indians,60,42,142.8571429,0,0,0,0,0,0
AM Nayar,9,New Wanderers Stadium,Mumbai Indians,29,20,145,AM Nayar,Mumbai Indians,0,26,28,5.571428571
AM Nayar,9,Newlands,Mumbai Indians,35,14,250,0,0,0,0,0,0
AM Nayar,9,St George's Park,Mumbai Indians,36,30,120,AM Nayar,Mumbai Indians,3,13,18,4.333333333
AM Nayar,9,SuperSport Park,Mumbai Indians,5,8,62.5,AM Nayar,Mumbai Indians,0,25,12,12.5
AM Nayar,10,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,49,44,111.3636364,0,0,0,0,0,0
AM Nayar,10,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,9,7,128.5714286,0,0,0,0,0,0
AM Nayar,11,"Arun Jaitley Stadium, Delhi",Punjab Kings,17,13,130.7692308,AM Nayar,Punjab Kings,1,22,12,11
AM Nayar,11,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,12,18,66.66666667,AM Nayar,Punjab Kings,1,27,21,7.714285714
AM Nayar,11,"Eden Gardens, Kolkata",Punjab Kings,0,2,0,0,0,0,0,0,0
AM Nayar,11,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,3,7,42.85714286,0,0,0,0,0,0
AM Nayar,11,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,1,4,25,AM Nayar,Punjab Kings,0,9,6,9
AM Nayar,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,1,4,25,AM Nayar,Punjab Kings,0,27,18,9
AM Nayar,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,13,10,130,AM Nayar,Punjab Kings,0,10,6,10
AM Nayar,11,"Wankhede Stadium, Mumbai",Punjab Kings,14,9,155.5555556,0,0,0,0,0,0
AM Nayar,12,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,2,3,66.66666667,AM Nayar,Punjab Kings,0,16,6,16
AM Nayar,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,9,8,112.5,0,0,0,0,0,0
AM Nayar,12,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,10,10,100,0,0,0,0,0,0
AM Nayar,12,Subrata Roy Sahara Stadium,Punjab Kings,24,28,85.71428571,0,0,0,0,0,0
AM Nayar,13,"MA Chidambaram Stadium, Chepauk, Chennai",Pune Warriors,0,1,0,AM Nayar,Pune Warriors,1,21,18,7
AM Nayar,13,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,0,2,0,0,0,0,0,0,0
AM Nayar,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,2,2,100,0,0,0,0,0,0
AM Nayar,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pune Warriors,19,14,135.7142857,0,0,0,0,0,0
0,13,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,AM Nayar,Pune Warriors,1,15,13,6.923076923
AM Nayar,13,Subrata Roy Sahara Stadium,Pune Warriors,39,47,82.9787234,AM Nayar,Pune Warriors,0,21,19,6.631578947
AM Nayar,13,"Wankhede Stadium, Mumbai",Pune Warriors,6,8,75,0,0,0,0,0,0
AM Nayar,14,Dubai International Cricket Stadium,Rajasthan Royals,5,8,62.5,0,0,0,0,0,0
AM Nayar,14,Sharjah Cricket Stadium,Rajasthan Royals,23,21,109.5238095,0,0,0,0,0,0
AM Nayar,14,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,15,21,71.42857143,0,0,0,0,0,0
AM Rahane,8,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,0,7,0,0,0,0,0,0,0
AM Rahane,8,"Eden Gardens, Kolkata",Mumbai Indians,4,12,33.33333333,0,0,0,0,0,0
AM Rahane,9,Buffalo Park,Mumbai Indians,22,20,110,0,0,0,0,0,0
AM Rahane,9,Kingsmead,Mumbai Indians,3,7,42.85714286,0,0,0,0,0,0
AM Rahane,9,New Wanderers Stadium,Mumbai Indians,0,1,0,0,0,0,0,0,0
AM Rahane,9,St George's Park,Mumbai Indians,62,52,119.2307692,0,0,0,0,0,0
AM Rahane,9,SuperSport Park,Mumbai Indians,57,48,118.75,AM Rahane,Mumbai Indians,1,5,6,5
AM Rahane,11,"Eden Gardens, Kolkata",Rajasthan Royals,6,9,66.66666667,0,0,0,0,0,0
AM Rahane,11,Holkar Cricket Stadium,Rajasthan Royals,8,9,88.88888889,0,0,0,0,0,0
AM Rahane,11,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,4,9,44.44444444,0,0,0,0,0,0
AM Rahane,11,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,102,72,141.6666667,0,0,0,0,0,0
AM Rahane,12,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,84,65,129.2307692,0,0,0,0,0,0
AM Rahane,12,"Eden Gardens, Kolkata",Rajasthan Royals,19,16,118.75,0,0,0,0,0,0
AM Rahane,12,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,103,60,171.6666667,0,0,0,0,0,0
AM Rahane,12,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,15,10,150,0,0,0,0,0,0
AM Rahane,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,5,7,71.42857143,0,0,0,0,0,0
AM Rahane,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,6,7,85.71428571,0,0,0,0,0,0
AM Rahane,12,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,288,249,115.6626506,0,0,0,0,0,0
AM Rahane,12,Subrata Roy Sahara Stadium,Rajasthan Royals,0,3,0,0,0,0,0,0,0
AM Rahane,12,"Wankhede Stadium, Mumbai",Rajasthan Royals,40,31,129.0322581,0,0,0,0,0,0
AM Rahane,13,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,46,45,102.2222222,0,0,0,0,0,0
AM Rahane,13,"Eden Gardens, Kolkata",Rajasthan Royals,27,29,93.10344828,0,0,0,0,0,0
AM Rahane,13,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,14,13,107.6923077,0,0,0,0,0,0
AM Rahane,13,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,16,16,100,0,0,0,0,0,0
AM Rahane,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,59,52,113.4615385,0,0,0,0,0,0
AM Rahane,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,12,25,48,0,0,0,0,0,0
AM Rahane,13,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,280,257,108.9494163,0,0,0,0,0,0
